455,280,96,121
455,279,97,123
456,279,97,123
456,279,97,123
456,280,96,121
455,279,97,123
455,280,97,123
456,281,95,120
456,281,94,119
457,281,93,118
456,281,95,120
455,280,96,121
456,281,94,119
458,283,92,117
457,281,94,119
457,281,94,119
457,280,95,120
456,278,97,123
455,278,98,124
456,278,97,123
455,278,98,124
455,278,99,125
455,278,99,125
456,278,97,123
455,279,97,123
455,280,96,121
457,280,95,120
457,281,94,119
457,280,95,120
457,281,94,119
457,281,94,119
457,281,94,119
458,283,92,117
458,283,91,115
458,281,93,118
457,281,94,119
457,281,94,119
458,283,92,117
458,282,92,117
457,281,94,119
458,281,93,118
458,281,93,118
457,281,94,119
459,282,92,117
460,283,90,114
460,283,91,115
459,282,92,117
458,281,94,119
459,280,95,120
457,278,97,123
459,280,95,120
460,280,95,120
459,279,95,120
458,279,96,121
459,280,95,120
459,280,95,120
457,278,97,123
459,280,95,120
459,280,95,120
459,280,95,120
457,279,97,123
457,279,97,123
457,278,98,124
457,280,96,121
457,280,96,121
457,278,97,123
459,280,95,120
457,280,96,121
458,279,97,123
458,280,96,121
458,280,96,121
460,280,95,120
460,280,95,120
460,280,95,120
460,280,95,120
460,280,95,120
461,280,95,120
461,281,93,118
461,280,95,120
460,281,94,119
460,280,94,119
461,282,92,117
460,280,94,119
461,282,92,117
462,282,91,115
462,280,93,118
461,280,95,120
461,280,95,120
460,280,94,119
460,280,94,119
460,280,94,119
458,279,96,121
458,279,96,121
459,280,94,119
458,280,94,119
457,279,96,121
457,278,97,123
457,279,96,121
458,280,94,119
457,279,96,121
457,278,97,123
458,280,95,120
458,280,95,120
457,279,96,121
457,279,96,121
459,280,95,120
459,280,95,120
459,280,94,119
458,280,94,119
458,280,94,119
457,279,96,121
458,279,96,121
459,279,95,120
458,278,97,123
458,279,96,121
458,277,98,124
459,279,96,121
458,277,98,124
457,276,99,125
458,277,97,123
457,277,99,125
457,277,98,124
457,277,99,125
457,277,98,124
458,277,97,123
457,277,99,125
458,277,97,123
458,277,99,125
458,277,99,125
459,278,97,123
458,277,98,124
458,277,99,125
459,278,97,123
461,280,95,120
459,279,96,121
461,280,95,120
460,280,94,119
458,280,96,121
459,280,95,120
458,278,97,123
458,279,96,121
459,280,96,121
458,278,97,123
458,279,96,121
459,279,96,121
458,279,96,121
459,278,97,123
459,279,96,121
459,279,96,121
460,280,94,119
460,280,94,119
460,280,94,119
461,279,95,120
459,278,96,121
461,279,95,120
461,279,95,120
461,279,95,120
461,279,95,120
462,280,93,118
462,280,93,118
461,280,94,119
461,279,95,120
459,278,97,123
459,279,96,121
460,280,94,119
459,279,96,121
459,279,96,121
459,279,96,121
458,279,96,121
458,279,96,121
459,280,95,120
459,281,94,119
461,282,92,117
460,280,93,118
459,280,95,120
460,280,93,118
458,280,94,119
460,280,93,118
459,279,95,120
460,280,93,118
461,282,91,115
461,282,91,115
460,280,93,118
461,281,92,117
462,282,91,115
462,282,91,115
462,282,90,114
462,282,90,114
461,281,92,117
460,280,94,119
460,279,95,120
460,279,95,120
460,279,95,120
460,279,95,120
460,278,95,120
460,279,94,119
461,278,95,120
462,279,93,118
460,279,94,119
460,278,95,120
460,279,94,119
462,280,92,117
461,278,93,118
461,278,95,120
462,278,95,120
462,278,93,118
461,277,95,120
461,277,95,120
460,276,97,123
459,275,98,124
459,275,98,124
459,275,98,124
458,274,100,126
458,274,100,126
458,274,100,126
458,274,100,126
458,274,100,126
460,275,98,124
459,273,100,126
460,275,98,124
460,275,99,125
460,275,98,124
460,275,98,124
458,273,100,126
460,274,98,124
460,274,98,124
460,274,99,125
460,274,99,125
460,274,98,124
458,273,100,126
459,275,99,125
457,272,101,128
456,273,102,129
457,274,100,126
458,275,98,124
457,274,100,126
458,276,98,124
458,276,99,125
459,277,97,123
458,277,97,123
459,279,95,120
459,279,95,120
457,278,97,123
457,278,97,123
459,279,95,120
460,279,93,118
459,279,95,120
459,279,95,120
459,279,95,120
459,279,95,120
460,279,95,120
459,279,95,120
459,279,95,120
458,279,96,121
459,279,95,120
460,280,93,118
460,279,93,118
461,281,91,115
462,281,89,113
461,280,91,115
462,281,89,113
461,280,91,115
462,281,89,113
461,280,91,115
462,281,89,113
461,280,91,115
461,280,91,115
461,280,91,115
461,280,90,114
462,280,90,114
460,280,92,117
461,281,91,115
460,279,93,118
460,280,92,117
461,281,91,115
460,279,93,118
460,280,92,117
460,280,92,117
460,280,92,117
460,280,92,117
460,280,92,117
460,281,91,115
462,282,89,113
460,281,91,115
461,282,89,113
460,281,90,114
461,282,89,113
461,282,89,113
461,282,89,113
460,281,91,115
459,281,92,117
459,280,93,118
459,281,92,117
460,282,91,115
460,281,91,115
459,279,93,118
459,279,93,118
460,281,91,115
462,282,89,113
462,283,87,111
462,282,88,112
462,282,90,114
464,284,88,112
466,286,87,110
468,289,85,108
469,291,83,105
470,292,83,105
471,293,82,103
472,294,80,101
475,296,78,99
475,296,78,98
477,297,76,96
477,297,76,96
477,296,76,96
476,296,77,97
475,294,78,99
472,293,80,101
472,292,81,102
474,293,79,100
473,293,80,101
471,291,81,102
472,292,79,100
469,290,81,102
469,289,81,102
468,289,81,102
467,288,82,104
466,287,84,107
464,286,86,109
464,285,86,109
464,284,87,111
464,284,87,111
464,285,87,110
463,284,88,112
464,285,87,110
464,284,87,111
464,284,87,111
464,284,87,111
464,284,87,111
464,283,88,112
464,283,88,112
464,283,88,112
464,283,88,112
463,282,90,114
463,282,91,115
463,282,90,114
464,282,89,113
465,283,87,111
464,282,88,112
462,281,90,114
462,281,90,114
461,281,91,115
461,281,91,115
460,280,92,117
459,280,92,117
460,281,91,115
460,282,89,113
459,281,91,115
459,281,91,115
460,282,89,113
459,281,91,115
458,281,92,117
459,282,91,115
460,283,89,113
462,283,87,111
463,285,86,109
463,284,87,110
462,283,88,112
462,284,88,112
461,283,90,114
463,284,88,112
462,283,90,114
461,282,91,115
462,282,90,114
461,282,90,114
462,282,90,114
461,282,91,115
461,282,90,114
463,283,88,112
463,283,89,113
462,283,89,113
463,284,87,111
461,283,89,113
459,283,90,114
461,284,88,112
460,284,88,112
461,284,88,112
462,285,87,110
463,286,85,108
461,286,86,109
463,288,84,107
462,287,85,108
462,288,84,107
460,287,86,109
462,288,84,107
462,287,85,108
460,287,86,109
461,286,87,110
460,287,86,109
461,286,87,111
460,287,86,109
461,287,86,109
460,287,86,109
460,287,86,109
461,287,87,110
460,287,86,109
462,289,84,107
462,288,85,108
462,288,85,108
462,289,84,107
464,290,82,104
464,290,82,104
462,288,84,107
463,288,83,105
464,289,82,104
463,288,84,107
463,288,84,107
463,288,84,107
462,288,84,107
462,287,85,108
462,288,84,107
463,289,82,104
464,290,81,102
463,289,82,104
462,288,84,107
461,287,85,108
462,287,85,108
461,288,84,107
460,287,86,109
462,287,85,108
461,288,84,107
462,289,83,105
462,289,83,105
462,289,83,105
462,289,83,105
462,289,83,105
462,289,83,105
462,289,83,105
461,288,84,107
462,289,83,105
461,288,84,107
462,289,83,105
461,287,85,108
462,287,85,108
463,289,83,105
462,287,85,108
464,288,83,105
464,287,84,107
463,285,86,109
464,283,87,111
465,283,87,111
467,283,87,110
467,282,88,112
469,284,87,110
468,283,88,112
466,283,88,112
466,282,89,113
465,281,90,114
464,280,92,117
463,280,92,117
462,279,93,118
462,281,91,115
464,282,89,113
465,282,89,113
465,283,87,111
464,282,88,112
463,281,90,114
463,282,88,112
462,281,90,114
464,282,89,113
465,283,87,111
465,282,88,112
466,284,87,110
464,283,88,112
463,281,90,114
464,282,89,113
465,283,87,111
465,284,86,109
464,284,86,109
464,283,87,111
465,284,86,109
465,283,87,110
467,285,85,108
465,283,87,110
465,283,87,111
464,284,86,109
465,284,87,110
466,285,85,108
466,287,84,107
467,288,82,104
466,288,82,104
466,287,84,107
466,288,82,104
467,287,83,105
468,287,83,105
469,285,85,108
471,287,83,105
471,287,83,105
471,286,84,107
469,285,86,109
469,285,85,108
469,287,83,105
468,287,83,105
468,288,83,105
469,288,82,104
471,289,81,102
472,289,81,102
472,290,82,103
472,289,82,104
473,289,82,104
474,290,81,102
475,290,82,103
476,290,82,103
479,290,82,103
481,289,82,104
482,289,83,105
484,288,85,108
487,289,84,107
491,288,85,108
494,287,87,110
502,288,85,108
508,288,86,109
517,289,84,107
525,287,86,109
543,288,84,107
555,288,84,107
572,288,83,105
582,286,85,108
591,288,84,107
601,290,83,105
608,288,85,108
613,289,84,107
616,291,82,104
618,292,81,102
619,293,79,100
622,295,78,99
621,295,79,100
624,295,79,100
628,295,78,98
636,296,77,97
642,296,76,96
642,298,74,94
646,298,74,94
658,299,73,93
662,299,74,94
677,299,73,93
690,300,72,91
695,300,70,89
699,298,71,90
698,291,71,90
675,272,69,88
680,256,71,90
676,241,70,89
653,217,72,91
656,203,73,93
662,194,72,92
665,191,71,90
668,189,69,88
668,187,70,89
671,191,69,87
673,196,68,86
675,201,67,86
674,204,68,86
676,204,67,85
676,203,66,84
677,204,65,82
677,204,65,83
678,206,64,81
677,203,65,83
678,205,64,81
680,207,63,80
